algo,scenario,map,si,gi,time_us,reachable,reached_goal,opt_ratio,first_move_correct
astar bucket cheb w=3,no_roads,arena,121,621,1223.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,174,305,274.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,316,234,71.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,387,227,99.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,297,572,155.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,548,282,223.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,52,104,41.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,474,310,213.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,45,3,161.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,372,147,92.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,295,180,238.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,495,619,174.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,478,9,424.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,126,84,86.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,166,613,613.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,36,415,207.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,620,165,367.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,483,143,120.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,42,345,141.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,410,40,357.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,402,234,90.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,280,116,129.6,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,398,457,345.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,173,266,35.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,181,198,247.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,463,25,135.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,200,371,497.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,462,279,58.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,300,178,36.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,122,430,153.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,39,526,320.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,251,223,594.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,515,394,35.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,342,257,125.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,252,24,287.8,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,215,448,73.2,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,367,313,89.9,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,78,313,98.5,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,395,576,273.3,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,449,604,302.7,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,370,28,137.1,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,130,294,236.0,1,1,1.000000,1
astar bucket cheb w=3,no_roads,arena,199,298,28.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,126,25,60.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,308,275,190.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,252,156,48.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,115,613,336.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,99,473,174.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,32,30,16.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,105,247,306.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,262,572,300.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,27,222,349.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,613,470,60.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,249,502,309.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,311,6,282.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,178,473,382.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,381,311,77.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,174,242,78.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,375,115,421.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,104,427,302.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,110,404,209.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,388,297,177.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,44,514,272.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,604,139,287.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,425,88,167.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,620,328,215.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,407,214,128.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,78,46,305.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,257,324,333.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,89,262,79.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,114,427,267.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,311,508,208.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,410,181,160.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,416,399,164.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,233,300,177.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,80,191,151.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,601,275,102.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,182,518,298.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,426,303,49.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,248,363,129.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,57,258,98.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,32,354,192.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,450,301,38.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,74,235,164.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,352,236,132.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,566,445,48.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,513,160,251.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,298,156,294.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,277,606,266.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,296,480,261.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,448,407,224.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,248,155,269.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,576,553,13.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,103,48,343.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,124,170,24.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,178,473,360.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,72,433,210.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,429,524,393.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,596,282,159.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,621,11,328.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,129,604,363.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,300,381,49.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,126,328,83.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,488,176,270.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,508,3,356.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,296,567,169.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,199,574,197.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,119,334,120.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,574,222,131.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,170,419,121.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,180,607,340.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,598,0,336.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,362,548,317.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,19,126,361.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,408,344,219.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,269,59,244.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,270,88,111.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,97,545,296.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,77,600,363.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,140,144,55.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,533,617,186.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,184,298,330.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,595,474,44.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,235,607,352.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,224,349,32.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,448,419,37.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,491,584,132.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,506,135,295.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,278,254,7.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,72,377,338.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,21,622,322.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,259,249,594.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,7,79,38.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,60,258,98.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,76,32,42.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,369,79,349.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,581,267,155.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,313,545,185.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,238,607,329.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,149,529,325.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,273,529,275.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,457,212,156.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,106,110,41.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,484,398,426.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,474,461,150.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,523,55,400.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,111,69,103.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,452,379,90.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,123,279,368.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,214,212,36.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,604,502,40.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,157,473,287.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,205,313,208.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,518,280,199.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,84,496,260.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,618,111,281.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,51,608,373.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,15,105,128.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,266,185,99.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,457,545,251.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,540,237,211.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,450,60,198.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,183,426,245.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,2,439,209.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,298,509,202.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,320,474,94.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,624,546,14.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,173,212,120.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,331,245,314.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,59,610,405.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,69,351,272.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,58,51,89.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,535,569,130.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,598,176,317.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,58,575,396.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,90,208,84.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,77,76,10.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,264,454,229.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,134,277,108.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,40,91,22.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,470,590,97.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,354,294,317.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,228,351,77.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,268,298,55.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,445,148,175.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,336,512,140.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,354,81,216.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,9,513,288.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,113,82,76.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,605,237,225.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,573,298,102.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,149,393,86.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,77,275,122.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,415,319,41.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,176,491,210.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,611,339,137.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,596,8,347.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,622,335,143.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,117,151,290.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,297,130,270.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,121,621,296.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,174,305,317.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,316,234,125.9,1,1,1.000000,1
dijkstra bucket,no_roads,arena,387,227,226.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,297,572,153.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,548,282,228.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,52,104,15.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,474,310,171.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,45,3,260.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,372,147,131.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,295,180,687.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,495,619,64.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,478,9,290.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,126,84,76.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,166,613,375.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,36,415,223.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,620,165,246.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,483,143,254.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,42,345,134.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,410,40,346.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,402,234,98.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,280,116,197.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,398,457,254.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,173,266,61.7,1,1,1.000000,1
dijkstra bucket,no_roads,arena,181,198,389.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,463,25,472.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,200,371,372.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,462,279,173.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,300,178,34.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,122,430,285.4,1,1,1.000000,1
dijkstra bucket,no_roads,arena,39,526,302.2,1,1,1.000000,1
dijkstra bucket,no_roads,arena,251,223,331.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,515,394,55.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,342,257,315.1,1,1,1.000000,1
dijkstra bucket,no_roads,arena,252,24,329.3,1,1,1.000000,1
dijkstra bucket,no_roads,arena,215,448,179.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,367,313,54.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,78,313,120.6,1,1,1.000000,1
dijkstra bucket,no_roads,arena,395,576,378.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,449,604,272.5,1,1,1.000000,1
dijkstra bucket,no_roads,arena,370,28,319.8,1,1,1.000000,1
dijkstra bucket,no_roads,arena,130,294,311.0,1,1,1.000000,1
dijkstra bucket,no_roads,arena,199,298,24.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,126,25,42.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,308,275,178.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,252,156,100.8,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,115,613,783.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,99,473,462.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,32,30,45.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,105,247,1072.7,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,262,572,361.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,27,222,969.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,613,470,109.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,249,502,764.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,311,6,325.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,178,473,865.7,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,381,311,121.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,174,242,151.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,375,115,599.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,104,427,516.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,110,404,301.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,388,297,465.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,44,514,429.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,604,139,739.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,425,88,453.7,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,620,328,257.8,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,407,214,293.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,78,46,978.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,257,324,854.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,89,262,137.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,114,427,721.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,311,508,78.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,410,181,91.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,416,399,334.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,233,300,347.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,80,191,499.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,601,275,196.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,182,518,53.8,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,426,303,119.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,248,363,232.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,57,258,74.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,32,354,258.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,450,301,76.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,74,235,425.8,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,352,236,251.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,566,445,184.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,513,160,517.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,298,156,504.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,277,606,445.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,296,480,492.8,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,448,407,240.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,248,155,366.7,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,576,553,27.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,103,48,1036.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,124,170,51.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,178,473,707.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,72,433,310.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,429,524,868.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,596,282,95.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,621,11,909.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,129,604,550.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,300,381,33.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,126,328,80.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,488,176,200.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,508,3,414.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,296,567,333.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,199,574,585.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,119,334,229.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,574,222,468.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,170,419,324.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,180,607,533.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,598,0,297.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,362,548,381.7,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,19,126,321.6,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,408,344,293.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,269,59,388.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,270,88,224.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,97,545,427.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,77,600,695.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,140,144,75.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,533,617,173.0,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,184,298,776.7,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,595,474,90.9,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,235,607,482.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,224,349,60.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,448,419,68.5,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,491,584,353.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,506,135,557.1,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,278,254,24.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,72,377,749.4,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,21,622,643.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,259,249,874.2,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,7,79,32.3,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,60,258,145.8,1,1,1.000000,1
astar bucket cheb w=1,with_roads,arena,76,32,138.0,1,1,1.000000,1
